Realization,utility,week,infra.
373,1,261,9
373,1,521,10
374,1,261,9
374,1,521,10
375,1,261,9
375,1,521,10
376,1,261,9
376,1,521,10
377,1,261,9
377,1,521,10
378,1,261,9
378,1,521,10
379,1,261,9
379,1,521,10
380,1,261,9
380,1,521,10
381,1,261,9
381,1,521,10
382,1,261,9
382,1,521,10
383,1,261,9
383,1,521,10
384,1,261,9
384,1,521,10
385,1,261,9
385,1,521,10
386,1,261,9
386,1,521,10
387,1,261,9
387,1,521,10
388,1,261,9
388,1,521,10
389,1,261,9
389,1,521,10
390,1,261,9
390,1,521,10
391,1,261,9
391,1,521,10
392,1,261,9
392,1,521,10
393,1,261,9
393,1,521,10
394,1,261,9
394,1,521,10
395,1,261,9
395,1,521,10
396,1,261,9
396,1,521,10
397,1,261,9
397,1,521,10
398,1,261,9
398,1,521,10
399,1,261,9
399,1,521,10
400,1,261,9
400,1,521,10
401,1,261,9
401,1,521,10
402,1,261,9
402,1,521,10
403,1,261,9
403,1,521,10
404,1,261,9
404,1,521,10
405,1,261,9
405,1,521,10
406,1,261,9
406,1,521,10
407,1,261,9
407,1,521,10
408,1,261,9
408,1,521,10
409,1,261,9
409,1,521,10
410,1,261,9
410,1,521,10
411,1,261,9
411,1,521,10
412,1,261,9
412,1,521,10
413,1,261,9
413,1,521,10
414,1,261,9
414,1,521,10
415,1,261,9
415,1,521,10
416,1,261,9
416,1,521,10
417,1,261,9
417,1,521,10
418,1,261,9
418,1,521,10
419,1,261,9
419,1,521,10
420,1,261,9
420,1,521,10
421,1,261,9
421,1,521,10
422,1,261,9
422,1,521,10
423,1,261,9
423,1,521,10
424,1,261,9
424,1,521,10
425,1,261,9
425,1,521,10
426,1,261,9
426,1,521,10
427,1,261,9
427,1,521,10
428,1,261,9
428,1,521,10
429,1,261,9
429,1,521,10
430,1,261,9
430,1,521,10
431,1,261,9
431,1,521,10
432,1,261,9
432,1,521,10
433,1,261,9
433,1,521,10
434,1,261,9
434,1,521,10
435,1,261,9
435,1,521,10
436,1,261,9
436,1,521,10
437,1,261,9
437,1,521,10
438,1,261,9
438,1,521,10
439,1,261,9
439,1,521,10
440,1,261,9
440,1,521,10
441,1,261,9
441,1,521,10
442,1,261,9
442,1,521,10
443,1,261,9
443,1,521,10
444,1,261,9
444,1,521,10
445,1,261,9
445,1,521,10
446,1,261,9
446,1,521,10
447,1,261,9
447,1,521,10
448,1,261,9
448,1,521,10
449,1,261,9
449,1,521,10
450,1,261,9
450,1,521,10
451,1,261,9
451,1,521,10
452,1,261,9
452,1,521,10
453,1,261,9
453,1,521,10
454,1,261,9
454,1,521,10
455,1,261,9
455,1,521,10
456,1,261,9
456,1,521,10
457,1,261,9
457,1,521,10
458,1,261,9
458,1,521,10
459,1,261,9
459,1,521,10
460,1,261,9
460,1,521,10
461,1,261,9
461,1,521,10
462,1,261,9
462,1,521,10
463,1,261,9
463,1,521,10
464,1,261,9
464,1,521,10
465,1,261,9
465,1,521,10
466,1,261,9
466,1,521,10
467,1,261,9
467,1,521,10
468,1,261,9
468,1,521,10
469,1,261,9
469,1,521,10
470,1,261,9
470,1,521,10
471,1,261,9
471,1,521,10
472,1,261,9
472,1,521,10
473,1,261,9
473,1,521,10
474,1,261,9
474,1,521,10
475,1,261,9
475,1,521,10
476,1,261,9
476,1,521,10
477,1,261,9
477,1,521,10
478,1,261,9
478,1,521,10
479,1,261,9
479,1,521,10
480,1,261,9
480,1,521,10
481,1,261,9
481,1,521,10
482,1,261,9
482,1,521,10
483,1,261,9
483,1,521,10
484,1,261,9
484,1,521,10
485,1,261,9
485,1,521,10
486,1,261,9
486,1,521,10
487,1,261,9
487,1,521,10
488,1,261,9
488,1,521,10
489,1,261,9
489,1,521,10
490,1,261,9
490,1,521,10
491,1,261,9
491,1,521,10
492,1,261,9
492,1,521,10
493,1,261,9
493,1,521,10
494,1,261,9
494,1,521,10
495,1,261,9
495,1,521,10
496,1,261,9
496,1,521,10
497,1,261,9
497,1,521,10
498,1,261,9
498,1,521,10
499,1,261,9
499,1,521,10
500,1,261,9
500,1,521,10
501,1,261,9
501,1,521,10
502,1,261,9
502,1,521,10
503,1,261,9
503,1,521,10
504,1,261,9
504,1,521,10
505,1,261,9
505,1,521,10
506,1,261,9
506,1,521,10
507,1,261,9
507,1,521,10
508,1,261,9
508,1,521,10
509,1,261,9
509,1,521,10
510,1,261,9
510,1,521,10
511,1,261,9
511,1,521,10
512,1,261,9
512,1,521,10
513,1,261,9
513,1,521,10
514,1,261,9
514,1,521,10
515,1,261,9
515,1,521,10
516,1,261,9
516,1,521,10
517,1,261,9
517,1,521,10
518,1,261,9
518,1,521,10
519,1,261,9
519,1,521,10
520,1,261,9
520,1,521,10
521,1,261,9
521,1,521,10
522,1,261,9
522,1,521,10
523,1,261,9
523,1,521,10
524,1,261,9
524,1,521,10
525,1,261,9
525,1,521,10
526,1,261,9
526,1,521,10
527,1,261,9
527,1,521,10
528,1,261,9
528,1,521,10
529,1,261,9
529,1,521,10
530,1,261,9
530,1,521,10
531,1,261,9
531,1,521,10
532,1,261,9
532,1,521,10
533,1,261,9
533,1,521,10
534,1,261,9
534,1,521,10
535,1,261,9
535,1,521,10
536,1,261,9
536,1,521,10
537,1,261,9
537,1,521,10
538,1,261,9
538,1,521,10
539,1,261,9
539,1,521,10
540,1,261,9
540,1,521,10
541,1,261,9
541,1,521,10
542,1,261,9
542,1,521,10
543,1,261,9
543,1,521,10
544,1,261,9
544,1,521,10
545,1,261,9
545,1,521,10
546,1,261,9
546,1,521,10
547,1,261,9
547,1,521,10
548,1,261,9
548,1,521,10
549,1,261,9
549,1,521,10
550,1,261,9
550,1,521,10
551,1,261,9
551,1,521,10
552,1,261,9
552,1,521,10
553,1,261,9
553,1,521,10
554,1,261,9
554,1,521,10
555,1,261,9
555,1,521,10
556,1,261,9
556,1,521,10
557,1,261,9
557,1,521,10
558,1,261,9
558,1,521,10
559,1,261,9
559,1,521,10
560,1,261,9
560,1,521,10
561,1,261,9
561,1,521,10
562,1,261,9
562,1,521,10
563,1,261,9
563,1,521,10
564,1,261,9
564,1,521,10
565,1,261,9
565,1,521,10
566,1,261,9
566,1,521,10
567,1,261,9
567,1,521,10
568,1,261,9
568,1,521,10
569,1,261,9
569,1,521,10
570,1,261,9
570,1,521,10
571,1,261,9
571,1,521,10
572,1,261,9
572,1,521,10
573,1,261,9
573,1,521,10
574,1,261,9
574,1,521,10
575,1,261,9
575,1,521,10
576,1,261,9
576,1,521,10
577,1,261,9
577,1,521,10
578,1,261,9
578,1,521,10
579,1,261,9
579,1,521,10
580,1,261,9
580,1,521,10
581,1,261,9
581,1,521,10
582,1,261,9
582,1,521,10
583,1,261,9
583,1,521,10
584,1,261,9
584,1,521,10
585,1,261,9
585,1,521,10
586,1,261,9
586,1,521,10
587,1,261,9
587,1,521,10
588,1,261,9
588,1,521,10
589,1,261,9
589,1,521,10
590,1,261,9
590,1,521,10
591,1,261,9
591,1,521,10
592,1,261,9
592,1,521,10
593,1,261,9
593,1,521,10
594,1,261,9
594,1,521,10
595,1,261,9
595,1,521,10
596,1,261,9
596,1,521,10
597,1,261,9
597,1,521,10
598,1,261,9
598,1,521,10
599,1,261,9
599,1,521,10
600,1,261,9
600,1,521,10
601,1,261,9
601,1,521,10
602,1,261,9
602,1,521,10
603,1,261,9
603,1,521,10
604,1,261,9
604,1,521,10
605,1,261,9
605,1,521,10
606,1,261,9
606,1,521,10
607,1,261,9
607,1,521,10
608,1,261,9
608,1,521,10
609,1,261,9
609,1,521,10
610,1,261,9
610,1,521,10
611,1,261,9
611,1,521,10
612,1,261,9
612,1,521,10
613,1,261,9
613,1,521,10
614,1,261,9
614,1,521,10
615,1,261,9
615,1,521,10
616,1,261,9
616,1,521,10
617,1,261,9
617,1,521,10
618,1,261,9
618,1,521,10
619,1,261,9
619,1,521,10
620,1,261,9
620,1,521,10
621,1,261,9
621,1,521,10
622,1,261,9
622,1,521,10
623,1,261,9
623,1,521,10
624,1,261,9
624,1,521,10
625,1,261,9
625,1,521,10
626,1,261,9
626,1,521,10
627,1,261,9
627,1,521,10
628,1,261,9
628,1,521,10
629,1,261,9
629,1,521,10
630,1,261,9
630,1,521,10
631,1,261,9
631,1,521,10
632,1,261,9
632,1,521,10
633,1,261,9
633,1,521,10
634,1,261,9
634,1,521,10
635,1,261,9
635,1,521,10
636,1,261,9
636,1,521,10
637,1,261,9
637,1,521,10
638,1,261,9
638,1,521,10
639,1,261,9
639,1,521,10
640,1,261,9
640,1,521,10
641,1,261,9
641,1,521,10
642,1,261,9
642,1,521,10
643,1,261,9
643,1,521,10
644,1,261,9
644,1,521,10
645,1,261,9
645,1,521,10
646,1,261,9
646,1,521,10
647,1,261,9
647,1,521,10
648,1,261,9
648,1,521,10
649,1,261,9
649,1,521,10
650,1,261,9
650,1,521,10
651,1,261,9
651,1,521,10
652,1,261,9
652,1,521,10
653,1,261,9
653,1,521,10
654,1,261,9
654,1,521,10
655,1,261,9
655,1,521,10
656,1,261,9
656,1,521,10
657,1,261,9
657,1,521,10
658,1,261,9
658,1,521,10
659,1,261,9
659,1,521,10
660,1,261,9
660,1,521,10
661,1,261,9
661,1,521,10
662,1,261,9
662,1,521,10
663,1,261,9
663,1,521,10
664,1,261,9
664,1,521,10
665,1,261,9
665,1,521,10
666,1,261,9
666,1,521,10
667,1,261,9
667,1,521,10
668,1,261,9
668,1,521,10
669,1,261,9
669,1,521,10
670,1,261,9
670,1,521,10
671,1,261,9
671,1,521,10
672,1,261,9
672,1,521,10
673,1,261,9
673,1,521,10
674,1,261,9
674,1,521,10
675,1,261,9
675,1,521,10
676,1,261,9
676,1,521,10
677,1,261,9
677,1,521,10
678,1,261,9
678,1,521,10
679,1,261,9
679,1,521,10
680,1,261,9
680,1,521,10
681,1,261,9
681,1,521,10
682,1,261,9
682,1,521,10
683,1,261,9
683,1,521,10
684,1,261,9
684,1,521,10
685,1,261,9
685,1,521,10
686,1,261,9
686,1,521,10
687,1,261,9
687,1,521,10
688,1,261,9
688,1,521,10
689,1,261,9
689,1,521,10
690,1,261,9
690,1,521,10
691,1,261,9
691,1,521,10
692,1,261,9
692,1,521,10
693,1,261,9
693,1,521,10
694,1,261,9
694,1,521,10
695,1,261,9
695,1,521,10
696,1,261,9
696,1,521,10
697,1,261,9
697,1,521,10
698,1,261,9
698,1,521,10
699,1,261,9
699,1,521,10
700,1,261,9
700,1,521,10
701,1,261,9
701,1,521,10
702,1,261,9
702,1,521,10
703,1,261,9
703,1,521,10
704,1,261,9
704,1,521,10
705,1,261,9
705,1,521,10
706,1,261,9
706,1,521,10
707,1,261,9
707,1,521,10
708,1,261,9
708,1,521,10
709,1,261,9
709,1,521,10
710,1,261,9
710,1,521,10
711,1,261,9
711,1,521,10
712,1,261,9
712,1,521,10
713,1,261,9
713,1,521,10
714,1,261,9
714,1,521,10
715,1,261,9
715,1,521,10
716,1,261,9
716,1,521,10
717,1,261,9
717,1,521,10
718,1,261,9
718,1,521,10
719,1,261,9
719,1,521,10
720,1,261,9
720,1,521,10
721,1,261,9
721,1,521,10
722,1,261,9
722,1,521,10
723,1,261,9
723,1,521,10
724,1,261,9
724,1,521,10
725,1,261,9
725,1,521,10
726,1,261,9
726,1,521,10
727,1,261,9
727,1,521,10
728,1,261,9
728,1,521,10
729,1,261,9
729,1,521,10
730,1,261,9
730,1,521,10
731,1,261,9
731,1,521,10
732,1,261,9
732,1,521,10
733,1,261,9
733,1,521,10
734,1,261,9
734,1,521,10
735,1,261,9
735,1,521,10
736,1,261,9
736,1,521,10
737,1,261,9
737,1,521,10
738,1,261,9
738,1,521,10
739,1,261,9
739,1,521,10
740,1,261,9
740,1,521,10
741,1,261,9
741,1,521,10
742,1,261,9
742,1,521,10
743,1,261,9
743,1,521,10
744,1,261,9
744,1,521,10
745,1,261,9
745,1,521,10
746,1,261,9
746,1,521,10
747,1,261,9
747,1,521,10
748,1,261,9
748,1,521,10
749,1,261,9
749,1,521,10
750,1,261,9
750,1,521,10
751,1,261,9
751,1,521,10
752,1,261,9
752,1,521,10
753,1,261,9
753,1,521,10
754,1,261,9
754,1,521,10
755,1,261,9
755,1,521,10
756,1,261,9
756,1,521,10
757,1,261,9
757,1,521,10
758,1,261,9
758,1,521,10
759,1,261,9
759,1,521,10
760,1,261,9
760,1,521,10
761,1,261,9
761,1,521,10
762,1,261,9
762,1,521,10
763,1,261,9
763,1,521,10
764,1,261,9
764,1,521,10
765,1,261,9
765,1,521,10
766,1,261,9
766,1,521,10
767,1,261,9
767,1,521,10
768,1,261,9
768,1,521,10
769,1,261,9
769,1,521,10
770,1,261,9
770,1,521,10
771,1,261,9
771,1,521,10
772,1,261,9
772,1,521,10
773,1,261,9
773,1,521,10
774,1,261,9
774,1,521,10
775,1,261,9
775,1,521,10
776,1,261,9
776,1,521,10
777,1,261,9
777,1,521,10
778,1,261,9
778,1,521,10
779,1,261,9
779,1,521,10
780,1,261,9
780,1,521,10
781,1,261,9
781,1,521,10
782,1,261,9
782,1,521,10
783,1,261,9
783,1,521,10
784,1,261,9
784,1,521,10
785,1,261,9
785,1,521,10
786,1,261,9
786,1,521,10
787,1,261,9
787,1,521,10
788,1,261,9
788,1,521,10
789,1,261,9
789,1,521,10
790,1,261,9
790,1,521,10
791,1,261,9
791,1,521,10
792,1,261,9
792,1,521,10
793,1,261,9
793,1,521,10
794,1,261,9
794,1,521,10
795,1,261,9
795,1,521,10
796,1,261,9
796,1,521,10
797,1,261,9
797,1,521,10
798,1,261,9
798,1,521,10
799,1,261,9
799,1,521,10
800,1,261,9
800,1,521,10
801,1,261,9
801,1,521,10
802,1,261,9
802,1,521,10
803,1,261,9
803,1,521,10
804,1,261,9
804,1,521,10
805,1,261,9
805,1,521,10
806,1,261,9
806,1,521,10
807,1,261,9
807,1,521,10
808,1,261,9
808,1,521,10
809,1,261,9
809,1,521,10
810,1,261,9
810,1,521,10
811,1,261,9
811,1,521,10
812,1,261,9
812,1,521,10
813,1,261,9
813,1,521,10
814,1,261,9
814,1,521,10
815,1,261,9
815,1,521,10
816,1,261,9
816,1,521,10
817,1,261,9
817,1,521,10
818,1,261,9
818,1,521,10
819,1,261,9
819,1,521,10
820,1,261,9
820,1,521,10
821,1,261,9
821,1,521,10
822,1,261,9
822,1,521,10
823,1,261,9
823,1,521,10
824,1,261,9
824,1,521,10
825,1,261,9
825,1,521,10
826,1,261,9
826,1,521,10
827,1,261,9
827,1,521,10
828,1,261,9
828,1,521,10
829,1,261,9
829,1,521,10
830,1,261,9
830,1,521,10
831,1,261,9
831,1,521,10
832,1,261,9
832,1,521,10
833,1,261,9
833,1,521,10
834,1,261,9
834,1,521,10
835,1,261,9
835,1,521,10
836,1,261,9
836,1,521,10
837,1,261,9
837,1,521,10
838,1,261,9
838,1,521,10
839,1,261,9
839,1,521,10
840,1,261,9
840,1,521,10
841,1,261,9
841,1,521,10
842,1,261,9
842,1,521,10
843,1,261,9
843,1,521,10
844,1,261,9
844,1,521,10
845,1,261,9
845,1,521,10
846,1,261,9
846,1,521,10
847,1,261,9
847,1,521,10
848,1,261,9
848,1,521,10
849,1,261,9
849,1,521,10
850,1,261,9
850,1,521,10
851,1,261,9
851,1,521,10
852,1,261,9
852,1,521,10
853,1,261,9
853,1,521,10
854,1,261,9
854,1,521,10
855,1,261,9
855,1,521,10
856,1,261,9
856,1,521,10
857,1,261,9
857,1,521,10
858,1,261,9
858,1,521,10
859,1,261,9
859,1,521,10
860,1,261,9
860,1,521,10
861,1,261,9
861,1,521,10
862,1,261,9
862,1,521,10
863,1,261,9
863,1,521,10
864,1,261,9
864,1,521,10
865,1,261,9
865,1,521,10
866,1,261,9
866,1,521,10
867,1,261,9
867,1,521,10
868,1,261,9
868,1,521,10
869,1,261,9
869,1,521,10
870,1,261,9
870,1,521,10
871,1,261,9
871,1,521,10
872,1,261,9
872,1,521,10
873,1,261,9
873,1,521,10
874,1,261,9
874,1,521,10
875,1,261,9
875,1,521,10
876,1,261,9
876,1,521,10
877,1,261,9
877,1,521,10
878,1,261,9
878,1,521,10
879,1,261,9
879,1,521,10
880,1,261,9
880,1,521,10
881,1,261,9
881,1,521,10
882,1,261,9
882,1,521,10
883,1,261,9
883,1,521,10
884,1,261,9
884,1,521,10
885,1,261,9
885,1,521,10
886,1,261,9
886,1,521,10
887,1,261,9
887,1,521,10
888,1,261,9
888,1,521,10
889,1,261,9
889,1,521,10
890,1,261,9
890,1,521,10
891,1,261,9
891,1,521,10
892,1,261,9
892,1,521,10
893,1,261,9
893,1,521,10
894,1,261,9
894,1,521,10
895,1,261,9
895,1,521,10
896,1,261,9
896,1,521,10
897,1,261,9
897,1,521,10
898,1,261,9
898,1,521,10
899,1,261,9
899,1,521,10
900,1,261,9
900,1,521,10
901,1,261,9
901,1,521,10
902,1,261,9
902,1,521,10
903,1,261,9
903,1,521,10
904,1,261,9
904,1,521,10
905,1,261,9
905,1,521,10
906,1,261,9
906,1,521,10
907,1,261,9
907,1,521,10
908,1,261,9
908,1,521,10
909,1,261,9
909,1,521,10
910,1,261,9
910,1,521,10
911,1,261,9
911,1,521,10
912,1,261,9
912,1,521,10
913,1,261,9
913,1,521,10
914,1,261,9
914,1,521,10
915,1,261,9
915,1,521,10
916,1,261,9
916,1,521,10
917,1,261,9
917,1,521,10
918,1,261,9
918,1,521,10
919,1,261,9
919,1,521,10
920,1,261,9
920,1,521,10
921,1,261,9
921,1,521,10
922,1,261,9
922,1,521,10
923,1,261,9
923,1,521,10
924,1,261,9
924,1,521,10
925,1,261,9
925,1,521,10
926,1,261,9
926,1,521,10
927,1,261,9
927,1,521,10
928,1,261,9
928,1,521,10
929,1,261,9
929,1,521,10
930,1,261,9
930,1,521,10
931,1,261,9
931,1,521,10
932,1,261,9
932,1,521,10
933,1,261,9
933,1,521,10
934,1,261,9
934,1,521,10
935,1,261,9
935,1,521,10
936,1,261,9
936,1,521,10
937,1,261,9
937,1,521,10
938,1,261,9
938,1,521,10
939,1,261,9
939,1,521,10
940,1,261,9
940,1,521,10
941,1,261,9
941,1,521,10
942,1,261,9
942,1,521,10
943,1,261,9
943,1,521,10
944,1,261,9
944,1,521,10
945,1,261,9
945,1,521,10
946,1,261,9
946,1,521,10
947,1,261,9
947,1,521,10
948,1,261,9
948,1,521,10
949,1,261,9
949,1,521,10
950,1,261,9
950,1,521,10
951,1,261,9
951,1,521,10
952,1,261,9
952,1,521,10
953,1,261,9
953,1,521,10
954,1,261,9
954,1,521,10
955,1,261,9
955,1,521,10
956,1,261,9
956,1,521,10
957,1,261,9
957,1,521,10
958,1,261,9
958,1,521,10
959,1,261,9
959,1,521,10
960,1,261,9
960,1,521,10
961,1,261,9
961,1,521,10
962,1,261,9
962,1,521,10
963,1,261,9
963,1,521,10
964,1,261,9
964,1,521,10
965,1,261,9
965,1,521,10
966,1,261,9
966,1,521,10
967,1,261,9
967,1,521,10
968,1,261,9
968,1,521,10
969,1,261,9
969,1,521,10
970,1,261,9
970,1,521,10
971,1,261,9
971,1,521,10
972,1,261,9
972,1,521,10
973,1,261,9
973,1,521,10
974,1,261,9
974,1,521,10
975,1,261,9
975,1,521,10
976,1,261,9
976,1,521,10
977,1,261,9
977,1,521,10
978,1,261,9
978,1,521,10
979,1,261,9
979,1,521,10
980,1,261,9
980,1,521,10
981,1,261,9
981,1,521,10
982,1,261,9
982,1,521,10
983,1,261,9
983,1,521,10
984,1,261,9
984,1,521,10
985,1,261,9
985,1,521,10
986,1,261,9
986,1,521,10
987,1,261,9
987,1,521,10
988,1,261,9
988,1,521,10
989,1,261,9
989,1,521,10
990,1,261,9
990,1,521,10
991,1,261,9
991,1,521,10
992,1,261,9
992,1,521,10
993,1,261,9
993,1,521,10
994,1,261,9
994,1,521,10
995,1,261,9
995,1,521,10
996,1,261,9
996,1,521,10
997,1,261,9
997,1,521,10
998,1,261,9
998,1,521,10
999,1,261,9
999,1,521,10
